"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"uniprot"	"alias"
"FBgn0031081"	38.5836394619513	-2.26593372304418	0.330747299497589	-6.85095154665261	7.33603630189892e-12	1.91665979821432e-11	"Nep3"	"Q9W5Y0"	"CEC"
"FBgn0052350"	30.0523997734375	-1.7327511025873	0.291760806217433	-5.93894404478708	2.86863746784003e-09	6.62995438319967e-09	"Vps11"	"Q8SX81"	"BcDNA:LD20292"
"FBgn0024733"	2139.58723646129	-2.33763857251346	0.0698044380269657	-33.4883947007842	7.11185456298322e-246	1.2369225531062e-243	"RpL10"	"M9PIM0"	"BcDNA:LD24589"
"FBgn0040372"	170.664703331676	-0.654420324307943	0.136213216020257	-4.8043820080617	1.55230208899772e-06	3.08797317255373e-06	"G9a"	"M9PGH7"	"CG2995"
"FBgn0000316"	140.306848022862	-1.63492316907722	0.136919076209611	-11.9407990057886	7.25231470169607e-33	4.8985414410995e-32	"cin"	"P39205"	"CG2945"
"FBgn0023537"	228.661082441016	-2.59150450280357	0.12962128989039	-19.9928924098424	6.35057472586473e-89	1.3762917465833e-87	"CG17896"	"Q7KW39"	"153323_at"
"FBgn0029523"	7.7863188632395	-3.16749197636091	0.708019309380631	-4.47373671084169	7.68643789057933e-06	1.46438791758957e-05	NA	NA	NA
"FBgn0040373"	59.6371864488515	-2.77153368952835	0.239338974692356	-11.579951376874	5.20755835081872e-31	3.25383591360842e-30	"CG3038"	"X2JD78"	"Dmel\CG3038"
"FBgn0025640"	75.0445817683456	-1.2963063547769	0.237790355251374	-5.45146733729608	4.99558980503529e-08	1.0821283922621e-07	"CG13369"	"O77425"	"Dmel\CG13369"
"FBgn0003575"	129.778335709363	-1.60904516517173	0.140464674373682	-11.455158902737	2.21556569690943e-30	1.34877592713937e-29	"su(sable)"	"X2JDA8"	"CG6222"
"FBgn0025638"	284.530274099561	-1.41008888893985	0.105411431932836	-13.3770015555647	8.24051538546113e-41	7.20258787507862e-40	"Roc1a"	"B7Z114"	"BEST:CK01110"
"FBgn0040383"	18.6280234826767	-1.749246744277	0.437913468722885	-3.99450318205201	6.48300508334791e-05	0.000116516010261871	"CG5254"	"X2JA11"	"CT16777"
"FBgn0015288"	1807.4784433708	-4.22309809726881	0.136568127083595	-30.923013937826	5.85993746440794e-210	6.70962839674709e-208	"RpL22"	"P50887"	"CG7434"
"FBgn0025639"	348.590227064706	-1.03087932450238	0.113517302515666	-9.08125282804456	1.07332183651719e-19	3.86159780930774e-19	"Hmt4-20"	"M9NE25"	"BcDNA:LD36415"
"FBgn0002579"	2248.37225675022	-2.0895459118977	0.14353065462142	-14.5581856183207	5.18148422087359e-48	5.45127053558982e-47	"RpL36"	"P49630"	"BcDNA:AT29875"
"FBgn0026879"	136.042549405542	-0.982698879199812	0.135634869579938	-7.24517878214675	4.31869147922894e-13	1.18677641849211e-12	"CG13364"	"Q9XZS3"	"CG18451"
